Time,Pelvis_X,Pelvis_Y,Pelvis_Z,HipL_X,HipL_Y,HipL_Z,HipR_X,HipR_Y,HipR_Z,KneeL_X,KneeL_Y,KneeL_Z,KneeR_X,KneeR_Y,KneeR_Z,AnkleL_X,AnkleL_Y,AnkleL_Z,AnkleR_X,AnkleR_Y,AnkleR_Z,FootL_X,FootL_Y,FootL_Z,FootR_X,FootR_Y,FootR_Z,Neck_X,NeckY,NeckZ,Spin_Chest_X,Spin_Chest_Y,Spin_Chest_Z,Navel_X,Navel_Y,Navel_Z,Head_X,Head_Y,Head_Z,ClavicleL_X,ClavicleL_Y,ClavicleL_Z,ClavicleR_X,ClavicleR_Y,ClavicleR_Z,ShoulderL_X,ShoulderL_Y,ShoulderL_Z,ShoulderR_X,ShoulderR_Y,ShoulderR_Z,ElbowL_X,ElbowL_Y,ElbowL_Z,ElbowR_X,ElbowR_Y,ElbowR_Z,WristL_X,WristL_Y,WristL_Z,WristR_X,WristR_Y,WristR_Z
0.033,1244.97888183594,-204.004669189453,2163.0927734375,1280.80578613281,-189.26106262207,2085.41259765625,1212.67224121094,-217.29963684082,2233.140625,1301.82470703125,170.586990356445,2209.18627929688,1199.28527832031,160.427993774414,2278.775390625,1346.94287109375,505.792449951172,2344.34301757813,1301.69458007813,503.545288085938,2363.94775390625,1249.99621582031,654.892517089844,2330.99169921875,1235.40173339844,653.108276367188,2351.24780273438,1225.75231933594,-706.200927734375,2067.67114257813,1224.03234863281,-501.607421875,2096.94750976563,1235.56750488281,-369.764129638672,2127.29125976563,1214.79321289063,-781.476257324219,2051.5126953125,1239.77990722656,-668.488708496094,2044.04089355469,1213.01586914063,-676.391906738281,2101.7099609375,1284.72485351563,-605.435485839844,1932.12573242188,1164.44482421875,-653.207275390625,2214.74951171875,1310.39367675781,-343.788482666016,1922.521484375,1065.59875488281,-432.685668945313,2330.73876953125,1189.96472167969,-159.536010742188,1905.13415527344,902.101623535156,-284.971008300781,2292.71728515625
0.066,1240.85791015625,-214.977096557617,2145.02880859375,1273.87097167969,-200.994354248047,2065.75268554688,1211.08862304688,-227.585952758789,2216.515625,1279.74389648438,177.397827148438,2117.80981445313,1203.96813964844,148.484191894531,2280.7939453125,1386.05151367188,509.093536376953,2227.15673828125,1283.94885253906,499.453857421875,2361.5546875,1317.49145507813,673.764465332031,2215.40673828125,1220.63452148438,651.241760253906,2360.3095703125,1226.57421875,-719.76611328125,2058.84057617188,1219.18994140625,-514.176940917969,2083.23266601563,1231.30651855469,-381.635833740234,2111.65600585938,1217.310546875,-795.976867675781,2045.361328125,1237.37133789063,-682.137145996094,2033.24890136719,1215.25244140625,-689.457214355469,2093.087890625,1275.55737304688,-621.920104980469,1916.96362304688,1172.97106933594,-655.591857910156,2206.28100585938,1283.13732910156,-358.377136230469,1912.6650390625,1186.77575683594,-418.585723876953,2332.07495117188,1176.50964355469,-164.783752441406,1901.16088867188,1160.60510253906,-208.77197265625,2406.38110351563
0.363,922.461486816406,-181.40168762207,2174.15942382813,926.368286132813,-170.010604858398,2086.03588867188,918.938598632813,-191.673522949219,2253.62451171875,779.264465332031,168.905868530273,2212.4833984375,755.524108886719,159.996597290039,2295.91748046875,689.975402832031,511.274566650391,2331.18408203125,660.811828613281,521.651245117188,2345.515625,515.23095703125,562.05615234375,2347.88549804688,495.835327148438,553.649536132813,2350.62939453125,926.349609375,-701.373962402344,2110.578125,941.072204589844,-491.517425537109,2134.89819335938,933.540405273438,-353.701721191406,2152.37890625,907.849365234375,-778.296142578125,2101.1044921875,931.174499511719,-663.37841796875,2081.96044921875,928.435424804688,-670.158813476563,2147.19580078125,929.34375,-598.164123535156,1958.72204589844,920.571960449219,-644.162658691406,2272.568359375,955.891235351563,-330.366882324219,1943.22631835938,938.30078125,-414.280914306641,2421.81884765625,901.509582519531,-111.255409240723,1957.97473144531,871.584655761719,-206.583190917969,2491.814453125
0.396,834.173095703125,-173.406051635742,2163.21313476563,832.296875,-166.434219360352,2075.17138671875,835.864990234375,-179.692855834961,2242.60400390625,721.785766601563,177.499572753906,2216.31298828125,661.803833007813,155.928421020508,2327.22973632813,677.680541992188,525.505249023438,2336.0458984375,706.897155761719,525.108764648438,2371.58544921875,504.867797851563,575.604248046875,2359.8388671875,568.256103515625,602.644104003906,2423.0703125,836.249694824219,-692.718933105469,2122.03637695313,844.875305175781,-483.205993652344,2138.45263671875,842.73974609375,-345.480224609375,2149.404296875,820.0712890625,-769.967956542969,2116.22802734375,838.066101074219,-655.853637695313,2092.16088867188,839.3134765625,-660.419494628906,2157.18579101563,829.082641601563,-596.844360351563,1967.19128417969,841.766845703125,-624.357604980469,2279.35864257813,875.0341796875,-333.367431640625,1955.23864746094,846.215881347656,-381.924682617188,2404.33325195313,827.026428222656,-114.573341369629,1972.97924804688,794.057678222656,-173.460403442383,2479.15893554688
0.429,793.555297851563,-184.753372192383,2222.44409179688,788.956115722656,-161.610061645508,2138.97827148438,797.70263671875,-205.622711181641,2297.70874023438,697.049072265625,192.236663818359,2245.60424804688,716.148376464844,151.817153930664,2399.18383789063,643.98779296875,537.711364746094,2347.0361328125,773.090026855469,507.593383789063,2472.93359375,478.095581054688,602.804931640625,2346.51513671875,643.395690917969,596.497375488281,2519.38989257813,775.484191894531,-684.13671875,2122.05346679688,777.533630371094,-478.57666015625,2141.85571289063,791.210632324219,-348.309448242188,2177.22241210938,762.149230957031,-760.101623535156,2112.59008789063,782.170593261719,-647.502197265625,2093.99731445313,771.461364746094,-652.882934570313,2156.88134765625,806.738464355469,-596.316711425781,1970.43322753906,761.170837402344,-618.15771484375,2276.62353515625,843.010437011719,-335.962646484375,1971.60180664063,778.421752929688,-380.359649658203,2398.6689453125,771.393981933594,-127.37580871582,1965.25891113281,738.670227050781,-172.274490356445,2469.6494140625
0.462,702.03857421875,-200.687484741211,2206.42797851563,710.5322265625,-188.68701171875,2117.1962890625,694.379516601563,-211.508834838867,2286.89233398438,635.382995605469,183.236465454102,2234.15161132813,617.73681640625,176.426116943359,2317.6533203125,635.20361328125,545.283935546875,2347.78881835938,613.424926757813,557.751525878906,2357.77221679688,472.026947021484,633.949584960938,2341.865234375,456.300567626953,624.390563964844,2348.0263671875,707.768676757813,-731.410278320313,2156.12084960938,706.665893554688,-516.246826171875,2164.43017578125,706.660339355469,-376.050628662109,2183.28393554688,694.928039550781,-811.29248046875,2151.89892578125,711.480163574219,-694.852478027344,2124.29296875,705.776550292969,-696.856384277344,2190.763671875,708.904846191406,-639.1005859375,1993.95849609375,699.193969726563,-649.983825683594,2312.3056640625,747.545043945313,-367.935852050781,1984.18054199219,738.321594238281,-393.302429199219,2415.12548828125,688.738464355469,-145.592910766602,1988.88513183594,697.598876953125,-169.228210449219,2464.08837890625
0.495,657.737915039063,-215.262344360352,2155.54663085938,670.985412597656,-215.609649658203,2069.19140625,645.792053222656,-214.949142456055,2233.4169921875,741.380859375,160.918167114258,2049.03295898438,583.791809082031,159.566482543945,2285.49877929688,1009.41943359375,404.954956054688,2103.68286132813,649.554992675781,523.250793457031,2310.72485351563,1073.9365234375,564.609558105469,2154.35791015625,567.007141113281,662.4814453125,2343.5087890625,668.3232421875,-730.668090820313,2152.552734375,665.796875,-522.735412597656,2158.01953125,663.384704589844,-386.101776123047,2157.09985351563,656.4189453125,-807.989501953125,2150.17626953125,669.777404785156,-695.726501464844,2121.20703125,668.047546386719,-696.869750976563,2185.65380859375,673.301574707031,-635.199890136719,1998.38623046875,658.589599609375,-666.13330078125,2307.48828125,704.414611816406,-372.575927734375,1985.42504882813,637.991882324219,-426.460083007813,2429.6259765625,647.838623046875,-157.784225463867,1978.35119628906,530.231140136719,-235.185729980469,2479.08642578125
0.528,596.406860351563,-241.124328613281,2249.15112304688,619.925598144531,-221.237045288086,2169.85913085938,575.199035644531,-259.057586669922,2320.65258789063,578.75732421875,147.834259033203,2209.54150390625,569.599792480469,97.4442672729492,2430.46215820313,609.9765625,486.341186523438,2318.32934570313,673.294860839844,415.689880371094,2564.84155273438,501.541137695313,621.691833496094,2339.9248046875,589.461669921875,549.649719238281,2594.5478515625,581.554077148438,-729.853149414063,2140.27221679688,587.346130371094,-530.21923828125,2173.95556640625,582.023986816406,-400.89892578125,2204.81201171875,567.403198242188,-803.024841308594,2124.365234375,592.263732910156,-692.442199707031,2116.25952148438,574.666320800781,-701.42138671875,2175.8515625,618.614685058594,-629.561706542969,2001.64367675781,551.924011230469,-691.001586914063,2295.9609375,639.176940917969,-372.748352050781,1992.4013671875,578.152099609375,-458.922760009766,2416.17456054688,555.740173339844,-173.132400512695,1995.52294921875,424.946838378906,-343.546447753906,2310.21606445313
0.561,541.351989746094,-214.035217285156,2183.66943359375,560.927917480469,-210.567276000977,2095.587890625,523.699462890625,-217.162399291992,2263.09619140625,604.218811035156,183.504440307617,2098.12426757813,540.702575683594,175.829177856445,2308.9599609375,815.994934082031,471.8623046875,2222.84008789063,592.400024414063,552.178527832031,2356.68969726563,737.676208496094,636.750915527344,2189.73266601563,448.782348632813,643.984619140625,2347.71997070313,546.961730957031,-746.39990234375,2161.64697265625,542.653625488281,-531.668212890625,2171.45288085938,544.7236328125,-390.568786621094,2177.46826171875,535.417785644531,-826.275451660156,2156.123046875,551.994262695313,-709.599060058594,2130.39892578125,542.578674316406,-712.206665039063,2196.32275390625,563.760314941406,-647.765563964844,2003.59631347656,524.453308105469,-677.956726074219,2320.65869140625,610.608093261719,-378.21435546875,2009.73681640625,518.618774414063,-416.078460693359,2416.24389648438,519.945556640625,-167.40055847168,2000.06750488281,317.204071044922,-302.668365478516,2390.35888671875
0.594,461.5205078125,-256.099517822266,2164.962890625,478.379486083984,-256.899139404297,2079.763671875,446.317993164063,-255.378448486328,2241.791015625,489.394714355469,123.565643310547,2103.09326171875,433.996307373047,122.671005249023,2286.87890625,588.792846679688,460.300537109375,2200.80444335938,544.259765625,471.528564453125,2328.91796875,504.880737304688,617.785705566406,2199.6044921875,457.875244140625,610.534057617188,2342.00170898438,479.552978515625,-766.165161132813,2173.05517578125,493.599639892578,-559.842529296875,2174.16137695313,473.628295898438,-425.560760498047,2168.94946289063,461.680999755859,-841.872436523438,2171.18237304688,486.523254394531,-732.505187988281,2141.45947265625,479.218566894531,-731.779479980469,2205.14111328125,479.846435546875,-669.582824707031,2020.88500976563,459.074645996094,-686.353881835938,2320.1337890625,496.876129150391,-407.520690917969,2002.91064453125,441.374481201172,-434.976593017578,2411.9619140625,455.027252197266,-190.681365966797,1996.60766601563,311.874694824219,-252.546249389648,2413.6650390625
