Time,Pelvis_X,Pelvis_Y,Pelvis_Z,HipL_X,HipL_Y,HipL_Z,HipR_X,HipR_Y,HipR_Z,KneeL_X,KneeL_Y,KneeL_Z,KneeR_X,KneeR_Y,KneeR_Z,AnkleL_X,AnkleL_Y,AnkleL_Z,AnkleR_X,AnkleR_Y,AnkleR_Z,FootL_X,FootL_Y,FootL_Z,FootR_X,FootR_Y,FootR_Z,Neck_X,NeckY,NeckZ,Spin_Chest_X,Spin_Chest_Y,Spin_Chest_Z,Navel_X,Navel_Y,Navel_Z,Head_X,Head_Y,Head_Z,ClavicleL_X,ClavicleL_Y,ClavicleL_Z,ClavicleR_X,ClavicleR_Y,ClavicleR_Z,ShoulderL_X,ShoulderL_Y,ShoulderL_Z,ShoulderR_X,ShoulderR_Y,ShoulderR_Z,ElbowL_X,ElbowL_Y,ElbowL_Z,ElbowR_X,ElbowR_Y,ElbowR_Z,WristL_X,WristL_Y,WristL_Z,WristR_X,WristR_Y,WristR_Z
0.033,1251.50036621094,-238.815170288086,2115.603515625,1255.66870117188,-234.714126586914,2031.23327636719,1247.74157714844,-242.513290405273,2191.68383789063,1200.46618652344,129.746887207031,1986.54467773438,1265.80249023438,121.172027587891,2262.29809570313,1260.05334472656,479.572479248047,1986.82287597656,1337.1875,468.291748046875,2317.10791015625,1125.76416015625,587.887084960938,1966.16296386719,1222.95837402344,564.312316894531,2374.46264648438,1263.34484863281,-731.092834472656,2092.61865234375,1230.00769042969,-532.650146484375,2100.2587890625,1259.49035644531,-403.919891357422,2107.97290039063,1263.59301757813,-806.706909179688,2087.83178710938,1263.47705078125,-696.454895019531,2063.17407226563,1254.10961914063,-699.839172363281,2124.79272460938,1268.98706054688,-632.294860839844,1947.27160644531,1212.41174316406,-658.172973632813,2231.58178710938,1274.34240722656,-376.534393310547,1931.34692382813,1238.16552734375,-421.440673828125,2338.8173828125,1198.98083496094,-175.049514770508,1929.59655761719,1193.44995117188,-211.793579101563,2377.62841796875
0.066,1250.29638671875,-246.506927490234,2104.09448242188,1250.93334960938,-237.5947265625,2020.45178222656,1249.72192382813,-254.54345703125,2179.51879882813,1176.77795410156,123.804809570313,2003.39221191406,1225.51196289063,106.808036804199,2249.84106445313,1244.20324707031,469.353363037109,2028.49462890625,1347.37036132813,439.678741455078,2289.37060546875,1108.46618652344,575.106628417969,2012.34338378906,1236.24047851563,546.647705078125,2327.99584960938,1258.69787597656,-735.448852539063,2047.07556152344,1233.1767578125,-538.473937988281,2072.85473632813,1257.94519042969,-409.995391845703,2086.73291015625,1256.02502441406,-809.875732421875,2035.56518554688,1259.8408203125,-698.518676757813,2021.00756835938,1251.03698730469,-707.064514160156,2081.86669921875,1277.84851074219,-625.217651367188,1912.86560058594,1225.3798828125,-676.944030761719,2196.556640625,1279.78198242188,-370.403656005859,1920.49523925781,1212.16418457031,-441.161804199219,2304.75366210938,1198.96301269531,-172.432434082031,1928.1572265625,1132.70825195313,-245.819000244141,2354.52709960938
0.429,760.743713378906,-204.587417602539,2220.11303710938,769.099670410156,-189.924179077148,2130.818359375,753.208801269531,-217.809906005859,2300.6337890625,739.676025390625,188.158309936523,2254.83837890625,711.804748535156,176.639984130859,2339.94799804688,740.691711425781,550.350402832031,2374.06176757813,745.016723632813,557.767028808594,2385.9111328125,566.086791992188,615.732116699219,2364.11791992188,589.922058105469,627.169494628906,2360.64819335938,772.111267089844,-736.004455566406,2167.06640625,759.386352539063,-520.006103515625,2168.1904296875,766.694885253906,-380.033721923828,2191.859375,763.767333984375,-816.928405761719,2163.95263671875,777.804321289063,-699.983276367188,2134.56396484375,764.281066894531,-700.526000976563,2200.2548828125,791.6689453125,-648.046508789063,2002.6220703125,746.083312988281,-647.391723632813,2318.68017578125,810.705444335938,-373.308715820313,1999.53393554688,791.210754394531,-390.014221191406,2421.0048828125,695.156005859375,-173.627075195313,1985.06958007813,763.653381347656,-163.015991210938,2471.07861328125
0.462,718.142700195313,-208.161712646484,2196.96655273438,718.080871582031,-204.948348999023,2104.95458984375,718.198425292969,-211.059341430664,2279.93823242188,710.609375,176.512084960938,2238.490234375,720.714599609375,189.866104125977,2327.9033203125,730.310180664063,542.403137207031,2360.86694335938,993.473999023438,455.513610839844,2241.70239257813,570.742004394531,643.935180664063,2364.17529296875,978.28076171875,621.621337890625,2192.03881835938,709.886657714844,-751.147033691406,2185.431640625,707.524658203125,-531.943786621094,2185.66625976563,711.986450195313,-388.087158203125,2190.68725585938,697.386657714844,-832.646545410156,2183.25952148438,715.786254882813,-715.125427246094,2152.00927734375,705.318054199219,-714.707397460938,2219.14794921875,723.384216308594,-664.472961425781,2017.06005859375,692.734802246094,-659.825317382813,2339.40844726563,735.624389648438,-385.73779296875,2013.30517578125,753.39794921875,-401.921203613281,2442.54150390625,615.885864257813,-185.066833496094,1997.82995605469,720.487121582031,-169.80241394043,2478.32885742188
0.495,626.359191894531,-222.828201293945,2186.89038085938,649.676147460938,-218.033462524414,2101.95776367188,605.333190917969,-227.151809692383,2263.47778320313,697.856506347656,144.441131591797,2229.50048828125,644.031005859375,152.397155761719,2327.4990234375,786.275756835938,481.071350097656,2355.36694335938,744.398742675781,508.107788085938,2384.71435546875,687.525390625,632.918701171875,2361.1064453125,626.366455078125,624.599792480469,2367.42822265625,665.821166992188,-741.269348144531,2172.892578125,640.767578125,-532.750915527344,2173.34985351563,634.051025390625,-395.070922851563,2179.2783203125,662.791259765625,-820.134338378906,2168.97045898438,672.036560058594,-705.794250488281,2142.05297851563,653.287353515625,-707.602172851563,2204.36840820313,698.496704101563,-649.883605957031,2018.3720703125,622.148803710938,-657.861633300781,2317.24291992188,705.3740234375,-382.688018798828,2022.88098144531,661.525390625,-404.359497070313,2408.767578125,610.305419921875,-179.992233276367,2008.17114257813,668.626831054688,-184.760589599609,2466.63305664063
0.528,548.217163085938,-227.320037841797,2192.3369140625,569.349914550781,-220.348007202148,2107.85717773438,529.160827636719,-233.607009887695,2268.51635742188,608.577392578125,157.803588867188,2158.673828125,546.596801757813,147.017013549805,2308.82275390625,716.585510253906,492.839385986328,2260.9306640625,669.161865234375,495.927093505859,2330.0986328125,602.40380859375,618.253540039063,2202.189453125,567.641296386719,623.173889160156,2357.90356445313,590.908996582031,-740.454284667969,2172.49389648438,571.307373046875,-533.371215820313,2172.85522460938,563.524780273438,-397.258514404297,2182.1416015625,586.085021972656,-818.451416015625,2168.19384765625,599.063171386719,-705.393676757813,2142.33374023438,578.20556640625,-706.89990234375,2203.32568359375,621.418884277344,-652.698364257813,2017.90600585938,520.987731933594,-664.505310058594,2307.2724609375,634.354614257813,-388.27880859375,2021.78076171875,510.936614990234,-412.156311035156,2402.12255859375,548.797973632813,-183.686660766602,2007.52185058594,427.488494873047,-203.374984741211,2411.40234375
0.561,529.291809082031,-212.78337097168,2186.94750976563,564.702209472656,-209.068801879883,2104.39819335938,497.360687255859,-216.132949829102,2261.38598632813,551.333312988281,183.260498046875,2145.5576171875,452.664733886719,175.586273193359,2257.1083984375,616.098693847656,536.629089355469,2260.58349609375,593.108154296875,529.575134277344,2273.59692382813,480.033203125,638.277221679688,2187.98657226563,461.838989257813,621.840148925781,2217.60595703125,555.778991699219,-741.820373535156,2180.31909179688,556.252258300781,-527.804565429688,2184.33740234375,550.918762207031,-387.341369628906,2188.36987304688,543.622619628906,-821.121337890625,2173.24047851563,570.841064453125,-706.228454589844,2151.30615234375,542.795104980469,-706.706848144531,2211.43627929688,612.83056640625,-649.589721679688,2029.26513671875,480.722259521484,-658.518615722656,2314.57275390625,623.999267578125,-377.365600585938,2027.5361328125,480.70703125,-411.776672363281,2441.80297851563,527.64453125,-172.679946899414,1994.17919921875,429.772827148438,-188.248962402344,2474.46044921875
0.594,460.827026367188,-213.143966674805,2195.02978515625,508.97265625,-208.274185180664,2120.35522460938,417.412017822266,-217.535263061523,2262.3671875,553.385986328125,176.013824462891,2174.96997070313,337.288299560547,164.41291809082,2262.439453125,679.382080078125,480.494964599609,2350.53344726563,285.918365478516,537.883361816406,2277.79248046875,595.087341308594,642.118835449219,2364.53393554688,158.721481323242,612.213745117188,2196.61889648438,473.030975341797,-736.834228515625,2178.47924804688,476.117736816406,-525.0732421875,2184.54614257813,478.731658935547,-386.324645996094,2195.27978515625,459.882507324219,-815.105651855469,2171.02612304688,487.565124511719,-701.487670898438,2149.71508789063,461.438995361328,-702.250122070313,2209.9638671875,511.978576660156,-637.067565917969,2028.40637207031,393.962219238281,-659.313232421875,2310.33471679688,553.7109375,-370.721588134766,2035.11926269531,420.925567626953,-437.457794189453,2470.20263671875,468.455444335938,-162.286315917969,2012.36291503906,349.988189697266,-219.502365112305,2470.63549804688
0.627,430.005798339844,-208.021331787109,2218.81762695313,446.824798583984,-198.200485229492,2135.60864257813,414.83935546875,-216.877227783203,2293.85107421875,296.444641113281,142.65803527832,2180.10498046875,281.076293945313,131.526626586914,2328.46264648438,241.426376342773,491.199493408203,2243.91259765625,351.614501953125,482.439178466797,2384.88720703125,93.4581604003906,584.01953125,2226.08178710938,233.390213012695,591.66796875,2398.595703125,426.392761230469,-708.480346679688,2161.265625,427.525024414063,-506.184265136719,2183.12524414063,437.708953857422,-374.073150634766,2200.7763671875,414.094390869141,-783.056396484375,2149.08056640625,437.819366455078,-672.221862792969,2135.4765625,417.233825683594,-677.956359863281,2194.81860351563,482.799774169922,-618.291137695313,2021.37756347656,380.584075927734,-653.290161132813,2309.88452148438,522.561340332031,-362.712829589844,2034.69519042969,388.283294677734,-424.245178222656,2440.7275390625,446.515991210938,-160.223922729492,2013.05871582031,339.825439453125,-214.833633422852,2488.2177734375
0.66,356.174377441406,-182.452178955078,2253.54736328125,352.984680175781,-167.506759643555,2162.94604492188,359.050689697266,-195.929122924805,2335.24682617188,183.684906005859,192.412399291992,2230.265625,253.6494140625,186.016448974609,2408.69165039063,47.3945732116699,546.118713378906,2300.6298828125,389.580535888672,547.378234863281,2460.82983398438,-127.919105529785,554.092407226563,2231.07446289063,260.167602539063,654.590881347656,2504.69067382813,355.882202148438,-719.111511230469,2183.83471679688,347.534912109375,-501.196929931641,2201.27221679688,359.11474609375,-359.788787841797,2224.19091796875,345.819885253906,-800.2509765625,2174.31396484375,363.124877929688,-680.455322265625,2153.95629882813,347.96630859375,-685.70458984375,2219.8447265625,379.215972900391,-623.243408203125,2022.73913574219,324.704620361328,-660.543090820313,2347.85693359375,439.921081542969,-352.119659423828,2041.38903808594,343.43701171875,-422.653717041016,2501.35107421875,393.797241210938,-123.1943359375,2050.806640625,223.481750488281,-222.102905273438,2463.8720703125
