,Time,Pelvis_X,Pelvis_Y,Pelvis_Z,HipL_X,HipL_Y,HipL_Z,HipR_X,HipR_Y,HipR_Z,KneeL_X,KneeL_Y,KneeL_Z,KneeR_X,KneeR_Y,KneeR_Z,AnkleL_X,AnkleL_Y,AnkleL_Z,AnkleR_X,AnkleR_Y,AnkleR_Z,FootL_X,FootL_Y,FootL_Z,FootR_X,FootR_Y,FootR_Z,Neck_X,NeckY,NeckZ,Spin_Chest_X,Spin_Chest_Y,Spin_Chest_Z,Navel_X,Navel_Y,Navel_Z,Head_X,Head_Y,Head_Z,ClavicleL_X,ClavicleL_Y,ClavicleL_Z,ClavicleR_X,ClavicleR_Y,ClavicleR_Z,ShoulderL_X,ShoulderL_Y,ShoulderL_Z,ShoulderR_X,ShoulderR_Y,ShoulderR_Z,ElbowL_X,ElbowL_Y,ElbowL_Z,ElbowR_X,ElbowR_Y,ElbowR_Z,WristL_X,WristL_Y,WristL_Z,WristR_X,WristR_Y,WristR_Z
9,0.33,1275.24560546875,-142.779342651367,2212.828125,1301.24328613281,-135.19189453125,2137.62255859375,1251.80224609375,-149.62126159668,2280.64453125,1316.12719726563,213.571990966797,2173.775390625,1292.65832519531,191.29670715332,2351.39404296875,1379.62084960938,537.179382324219,2234.92163085938,1348.59545898438,517.686645507813,2423.58715820313,1269.77551269531,655.357666015625,2265.56274414063,1245.6669921875,625.88427734375,2400.56982421875,1257.35986328125,-608.579284667969,2154.51733398438,1243.83581542969,-419.743133544922,2174.02734375,1257.29382324219,-296.616027832031,2191.10205078125,1251.27099609375,-679.066711425781,2143.45385742188,1265.4423828125,-574.060913085938,2130.2392578125,1246.57824707031,-580.619812011719,2185.75048828125,1298.31396484375,-512.077819824219,2026.40295410156,1208.37963867188,-561.939147949219,2292.9091796875,1350.75659179688,-275.677215576172,2019.30017089844,1258.41516113281,-363.695739746094,2431.19677734375,1299.43310546875,-79.8607177734375,2000.26184082031,1178.39318847656,-174.047439575195,2436.08911132813
10,0.363,1270.41589355469,-143.935745239258,2210.83276367188,1297.81799316406,-137.095336914063,2135.97705078125,1245.70629882813,-150.104034423828,2278.33374023438,1315.94018554688,212.101455688477,2169.49609375,1289.68041992188,190.920425415039,2348.28686523438,1382.56188964844,534.024169921875,2237.505859375,1349.47973632813,516.945922851563,2420.48779296875,1281.47644042969,659.246520996094,2204.01782226563,1248.34655761719,627.827880859375,2401.78344726563,1255.31848144531,-610.781433105469,2153.27709960938,1242.81530761719,-421.978240966797,2175.32153320313,1253.18017578125,-298.180328369141,2190.42846679688,1248.79089355469,-681.165100097656,2141.40795898438,1263.23913574219,-575.963806152344,2129.30517578125,1245.04443359375,-583.1455078125,2185.02001953125,1294.38098144531,-512.040100097656,2025.97497558594,1211.68286132813,-566.039428710938,2294.15209960938,1353.05200195313,-276.77587890625,2024.61767578125,1253.32666015625,-359.501892089844,2423.17529296875,1301.74377441406,-80.1854858398438,2012.95422363281,1173.1142578125,-169.92204284668,2433.02392578125
11,0.396,1272.17102050781,-144.207870483398,2209.791015625,1299.30419921875,-136.585662841797,2135.20263671875,1247.70373535156,-151.081146240234,2277.05053710938,1317.23937988281,211.667816162109,2166.07836914063,1290.14575195313,188.78254699707,2347.64208984375,1393.25964355469,530.752319335938,2231.96899414063,1346.41589355469,514.210144042969,2419.98510742188,1289.71606445313,652.626159667969,2196.4296875,1245.59875488281,620.429748535156,2384.33154296875,1250.90246582031,-608.121520996094,2147.64892578125,1238.29638671875,-419.929962158203,2169.29223632813,1253.3857421875,-297.440399169922,2187.29858398438,1244.42565917969,-678.302795410156,2136.02026367188,1258.572265625,-573.462280273438,2123.626953125,1240.84228515625,-580.525634765625,2179.294921875,1289.96728515625,-510.507568359375,2020.29345703125,1207.71215820313,-561.756591796875,2287.80932617188,1351.80090332031,-276.912567138672,2022.65002441406,1250.62817382813,-359.273040771484,2421.16845703125,1303.51135253906,-80.0745468139648,2014.96557617188,1171.79577636719,-170.469421386719,2439.13623046875
12,0.429,1268.87670898438,-142.857879638672,2210.20727539063,1294.56164550781,-134.8173828125,2135.0556640625,1245.71545410156,-150.108352661133,2277.97485351563,1319.69555664063,213.048385620117,2169.56616210938,1290.10595703125,190.0107421875,2348.09936523438,1399.77331542969,531.800964355469,2234.16943359375,1348.42517089844,515.739562988281,2419.24462890625,1297.85339355469,656.586730957031,2203.52270507813,1245.84155273438,623.92041015625,2395.94555664063,1248.81506347656,-607.30517578125,2146.84643554688,1236.19848632813,-419.015228271484,2169.49267578125,1250.375,-296.268768310547,2187.47045898438,1242.31652832031,-677.510314941406,2134.88159179688,1256.39038085938,-572.484985351563,2122.94091796875,1238.84973144531,-579.839294433594,2178.70166015625,1291.35278320313,-509.690460205078,2020.48803710938,1208.12475585938,-561.465759277344,2288.1259765625,1353.67907714844,-275.975067138672,2025.01635742188,1247.31384277344,-354.650848388672,2416.404296875,1303.41064453125,-79.4716033935547,2015.58972167969,1167.2373046875,-166.381790161133,2436.955078125
13,0.462,1266.57763671875,-141.808578491211,2206.029296875,1293.05822753906,-134.368148803711,2131.13061523438,1242.69885253906,-148.517944335938,2273.56884765625,1317.58142089844,212.952667236328,2169.7197265625,1285.28295898438,191.36784362793,2345.14038085938,1380.83752441406,536.522399902344,2227.9365234375,1348.47668457031,515.309020996094,2419.4853515625,1274.66650390625,657.794738769531,2198.0234375,1248.9970703125,627.607055664063,2403.93774414063,1249.73547363281,-606.710815429688,2146.47290039063,1236.03784179688,-418.423736572266,2167.7529296875,1248.68957519531,-295.387268066406,2184.44848632813,1243.62719726563,-677.012756347656,2135.07739257813,1256.96069335938,-572.040954589844,2122.27685546875,1239.76403808594,-579.08056640625,2178.1572265625,1288.84240722656,-509.731414794922,2018.59899902344,1210.67883300781,-561.732177734375,2288.14111328125,1346.29992675781,-274.858703613281,2015.68054199219,1251.92041015625,-354.379364013672,2414.68139648438,1297.66381835938,-78.2112350463867,2003.17407226563,1170.9638671875,-166.506546020508,2434.46606445313
14,0.495,1263.71154785156,-142.069290161133,2203.46069335938,1291.74243164063,-135.105987548828,2128.96435546875,1238.43493652344,-148.348419189453,2270.63720703125,1316.22546386719,212.583801269531,2168.61889648438,1279.81396484375,192.849792480469,2338.9521484375,1391.10229492188,531.97509765625,2237.74951171875,1342.47436523438,518.121459960938,2409.98461914063,1291.05358886719,658.308410644531,2206.47387695313,1243.93298339844,631.232482910156,2392.466796875,1246.65612792969,-608.14306640625,2146.99780273438,1233.94604492188,-419.315338134766,2166.34619140625,1246.04443359375,-295.967651367188,2182.42797851563,1240.20654296875,-678.606079101563,2136.18237304688,1254.41638183594,-573.707763671875,2122.52954101563,1236.47338867188,-580.107055664063,2178.33740234375,1286.30249023438,-511.400390625,2018.64428710938,1205.75256347656,-561.363464355469,2287.81201171875,1345.94091796875,-276.734649658203,2015.2900390625,1253.01794433594,-355.365417480469,2415.11645507813,1295.3408203125,-80.3109436035156,2002.52819824219,1175.37854003906,-165.450180053711,2431.31005859375
15,0.528,1260.17578125,-137.706588745117,2196.77221679688,1290.611328125,-130.950546264648,2123.38598632813,1232.73083496094,-143.798828125,2262.9482421875,1307.46850585938,216.450927734375,2163.13159179688,1263.22778320313,198.468856811523,2327.83862304688,1392.43774414063,530.413391113281,2241.48901367188,1319.13513183594,525.183410644531,2394.40698242188,1306.24841308594,666.465393066406,2211.52270507813,1228.57214355469,644.079284667969,2374.9326171875,1239.89416503906,-602.613647460938,2137.54296875,1230.04968261719,-414.218872070313,2158.82202148438,1243.89685058594,-291.447357177734,2175.86743164063,1232.22131347656,-672.787292480469,2126.62426757813,1246.63134765625,-568.139526367188,2112.98193359375,1231.70153808594,-574.779235839844,2169.51586914063,1269.1318359375,-510.454895019531,2004.38879394531,1199.15625,-555.188232421875,2278.060546875,1336.22790527344,-278.371246337891,2009.78332519531,1244.65222167969,-349.992797851563,2406.31469726563,1313.1181640625,-77.6639404296875,2027.5986328125,1174.42700195313,-158.307846069336,2428.857421875
16,0.561,1252.47021484375,-134.623443603516,2197.02905273438,1274.67700195313,-125.3115234375,2120.95703125,1232.4453125,-143.020401000977,2265.62646484375,1299.46362304688,221.878982543945,2160.63427734375,1240.97644042969,201.17057800293,2328.28173828125,1400.47583007813,533.604370117188,2229.32641601563,1318.56689453125,525.527160644531,2385.18676757813,1311.26489257813,670.847106933594,2220.29541015625,1233.01062011719,649.391174316406,2394.5693359375,1240.46459960938,-599.883605957031,2136.3955078125,1227.20654296875,-411.354553222656,2155.77954101563,1239.20239257813,-288.512542724609,2174.31860351563,1234.04370117188,-670.348876953125,2126.23315429688,1246.45520019531,-565.524230957031,2111.4296875,1231.89208984375,-571.852722167969,2168.13891601563,1273.33337402344,-510.1162109375,2002.54223632813,1198.81823730469,-554.697937011719,2277.02392578125,1303.6201171875,-270.198791503906,2003.5810546875,1252.71057128906,-348.142059326172,2400.07958984375,1229.79382324219,-81.2040252685547,1998.54479980469,1187.29711914063,-154.793716430664,2424.19873046875
17,0.594,1250.42053222656,-131.515151977539,2185.8720703125,1269.38659667969,-123.032730102539,2108.8232421875,1233.31811523438,-139.164108276367,2255.35034179688,1298.50170898438,222.503341674805,2158.95874023438,1224.7763671875,202.403884887695,2331.18359375,1405.73400878906,532.898315429688,2224.34423828125,1316.95544433594,525.163940429688,2373.83715820313,1307.78186035156,664.354064941406,2221.83911132813,1227.66381835938,645.45068359375,2391.53540039063,1235.11877441406,-597.074890136719,2128.029296875,1222.92590332031,-408.579162597656,2148.60180664063,1237.77160644531,-285.835571289063,2165.76904296875,1228.25012207031,-667.469482421875,2117.61938476563,1240.8125,-562.606323242188,2103.13647460938,1227.20190429688,-569.172973632813,2160.06176757813,1267.73962402344,-507.021850585938,1994.33557128906,1195.56713867188,-548.928771972656,2268.85717773438,1299.09460449219,-267.217041015625,1995.70434570313,1247.48718261719,-340.647979736328,2389.8896484375,1212.43884277344,-84.4323043823242,1978.84875488281,1187.42578125,-146.70166015625,2421.99609375
18,0.627,1240.43664550781,-123.359504699707,2189.93823242188,1253.5361328125,-113.307678222656,2111.302734375,1228.62438964844,-132.423675537109,2260.84765625,1289.53796386719,234.983474731445,2154.32104492188,1150.21728515625,203.516098022461,2332.83715820313,1408.61926269531,545.00732421875,2212.40576171875,1282.49548339844,515.830871582031,2365.009765625,1302.16247558594,671.166931152344,2210.44409179688,1201.20727539063,642.896423339844,2382.79370117188,1219.28454589844,-591.176452636719,2125.92846679688,1210.72351074219,-401.503570556641,2149.43408203125,1229.75524902344,-278.709655761719,2168.30078125,1210.85729980469,-661.823791503906,2114.99487304688,1224.21838378906,-556.245422363281,2101.00732421875,1213.35620117188,-563.375854492188,2158.86889648438,1244.9501953125,-490.185791015625,1995.76904296875,1189.45056152344,-540.227600097656,2269.876953125,1244.95153808594,-246.741424560547,1989.87121582031,1225.33862304688,-319.768371582031,2377.92651367188,1151.06628417969,-65.3855819702148,1981.57580566406,1181.29309082031,-122.757347106934,2423.57885742188
19,0.66,1225.13928222656,-128.746353149414,2189.13720703125,1237.85729980469,-118.143058776855,2110.91723632813,1213.67077636719,-138.307830810547,2259.67138671875,1286.25415039063,226.352066040039,2157.89770507813,1117.79931640625,192.190490722656,2327.05615234375,1406.96643066406,532.677673339844,2222.25170898438,1238.05859375,506.639434814453,2366.90771484375,1296.72814941406,654.463500976563,2221.85717773438,1147.65686035156,623.950988769531,2397.03637695313,1213.50427246094,-594.253479003906,2127.05053710938,1198.65588378906,-405.547729492188,2147.30859375,1216.81689453125,-283.359222412109,2166.82495117188,1207.45043945313,-664.987060546875,2117.53051757813,1216.77612304688,-559.792785644531,2101.57641601563,1207.15197753906,-566.233642578125,2159.43823242188,1227.76245117188,-494.610717773438,1995.07348632813,1186.51245117188,-546.55029296875,2271.17138671875,1222.42663574219,-252.722503662109,1981.77380371094,1232.35229492188,-320.078979492188,2358.16186523438,1119.0361328125,-77.8255462646484,1972.6767578125,1179.32141113281,-122.82967376709,2384.53515625
20,0.693,1211.67614746094,-130.718765258789,2202.61157226563,1233.95959472656,-118.271118164063,2126.8916015625,1191.58215332031,-141.943359375,2270.89184570313,1276.94079589844,229.026138305664,2151.77001953125,1074.41174316406,185.373840332031,2315.06762695313,1420.78186035156,522.326232910156,2227.27514648438,1162.42504882813,509.829406738281,2357.21020507813,1318.53967285156,650.05615234375,2213.69604492188,1052.97497558594,612.450317382813,2374.67504882813,1192.99243164063,-593.362182617188,2122.93774414063,1183.68273925781,-405.163421630859,2149.25756835938,1202.80310058594,-284.304748535156,2174.75244140625,1184.83862304688,-663.536743164063,2111.38110351563,1196.70764160156,-558.242614746094,2098.48706054688,1188.03259277344,-566.224304199219,2156.271484375,1201.91687011719,-488.819854736328,1994.33728027344,1164.34313964844,-551.342834472656,2268.072265625,1173.65551757813,-248.849914550781,1978.14904785156,1244.63330078125,-330.2275390625,2342.55615234375,1063.33325195313,-78.1442337036133,1976.97900390625,1160.31689453125,-142.773773193359,2331.73120117188
21,0.726,1203.9541015625,-127.263618469238,2201.90258789063,1230.27062988281,-115.252716064453,2127.5009765625,1180.22338867188,-138.094375610352,2268.99389648438,1272.36120605469,231.626083374023,2154.73657226563,1045.21325683594,181.807861328125,2313.81372070313,1428.36828613281,516.775512695313,2235.64038085938,1095.64208984375,514.789489746094,2347.67944335938,1335.05932617188,651.257629394531,2225.2763671875,984.042236328125,609.326538085938,2384.80737304688,1179.90649414063,-589.4375,2124.35107421875,1173.49597167969,-400.826782226563,2146.96728515625,1193.77221679688,-280.522216796875,2173.56005859375,1170.77429199219,-659.556518554688,2113.66015625,1185.45080566406,-554.8857421875,2099.51513671875,1174.06469726563,-561.630249023438,2156.92626953125,1198.38525390625,-488.680236816406,1994.10009765625,1145.51123046875,-538.685119628906,2266.07763671875,1159.93078613281,-250.373428344727,1977.93041992188,1216.248046875,-310.255279541016,2325.92822265625,1022.552734375,-101.690742492676,1962.06262207031,1126.25537109375,-128.117248535156,2294.169921875
22,0.759,1183.07421875,-125.429641723633,2204.28637695313,1205.70727539063,-115.519073486328,2128.79760742188,1162.6650390625,-134.366439819336,2272.35791015625,1262.17553710938,227.807464599609,2152.34765625,1033.58862304688,186.578643798828,2313.44653320313,1416.16552734375,516.976501464844,2213.55395507813,1015.97644042969,521.308776855469,2346.19702148438,1325.17907714844,652.447448730469,2214.54052734375,888.559020996094,596.616516113281,2371.4423828125,1151.24597167969,-586.939025878906,2133.7890625,1151.79052734375,-399.495544433594,2158.92602539063,1169.29223632813,-278.324005126953,2180.08129882813,1139.39892578125,-656.355041503906,2123.56372070313,1154.52868652344,-552.353332519531,2108.96728515625,1149.9736328125,-559.592956542969,2166.962890625,1160.22692871094,-492.697814941406,1999.80810546875,1132.88464355469,-545.705017089844,2279.38647460938,1104.63305664063,-260.602935791016,1968.35290527344,1239.2763671875,-345.231109619141,2372.4052734375,945.413818359375,-137.587554931641,1949.98510742188,1128.20361328125,-175.157867431641,2347.93334960938
23,0.792,1157.95141601563,-124.806411743164,2200.9921875,1183.44421386719,-115.316780090332,2126.43798828125,1134.96325683594,-133.363632202148,2268.22094726563,1247.98193359375,225.960998535156,2154.25048828125,1014.99591064453,190.114624023438,2314.23901367188,1393.59582519531,519.660400390625,2212.78076171875,965.859619140625,520.737365722656,2353.0732421875,1306.44653320313,657.466369628906,2211.765625,833.718322753906,590.096984863281,2368.34619140625,1132.58288574219,-585.614135742188,2131.6298828125,1125.05908203125,-398.247314453125,2154.94018554688,1144.35192871094,-277.599334716797,2176.89379882813,1123.77893066406,-655.462585449219,2121.70239257813,1135.341796875,-551.165466308594,2106.6171875,1129.16333007813,-558.084716796875,2164.45068359375,1140.85217285156,-492.449890136719,1997.06042480469,1106.45837402344,-542.644165039063,2275.57080078125,1082.65991210938,-259.927947998047,1977.14453125,1174.310546875,-340.686553955078,2396.68310546875,910.556762695313,-155.82487487793,1959.98620605469,1082.51538085938,-158.031463623047,2396.048828125
24,0.825,1150.16442871094,-125.99095916748,2206.41918945313,1176.60083007813,-116.788032531738,2131.67578125,1126.32556152344,-134.289642333984,2273.81884765625,1246.05700683594,225.753128051758,2156.90014648438,1011.81030273438,193.636520385742,2317.19360351563,1388.28149414063,524.304626464844,2209.7529296875,950.938598632813,524.239318847656,2356.21484375,1292.77868652344,657.430480957031,2202.91967773438,811.102478027344,580.878601074219,2356.46166992188,1103.67077636719,-587.611694335938,2132.91845703125,1109.0078125,-399.340881347656,2158.20556640625,1134.24353027344,-279.392028808594,2181.90014648438,1090.060546875,-656.95849609375,2122.0400390625,1109.34985351563,-553.01953125,2108.1826171875,1101.58898925781,-560.057861328125,2166.1494140625,1120.83874511719,-491.423889160156,1999.87182617188,1077.9775390625,-544.361633300781,2277.716796875,1038.52563476563,-264.768005371094,1980.86328125,1155.96032714844,-347.342712402344,2403.60034179688,856.734741210938,-178.091751098633,1955.25439453125,1072.37341308594,-159.526382446289,2401.39697265625
25,0.858,1095.86950683594,-119.304161071777,2215.87646484375,1120.05053710938,-107.959732055664,2141.69750976563,1074.064453125,-129.533920288086,2282.76708984375,1201.56604003906,227.822677612305,2162.38012695313,975.937744140625,199.642120361328,2322.50219726563,1355.95971679688,516.044494628906,2212.67944335938,902.673034667969,523.460266113281,2361.59204101563,1274.87902832031,656.041198730469,2204.564453125,765.814331054688,582.082336425781,2354.92993164063,1075.22277832031,-576.439575195313,2142.72802734375,1064.74792480469,-390.254730224609,2164.29443359375,1080.00402832031,-270.125732421875,2187.63916015625,1067.53503417969,-646.174072265625,2134.5556640625,1074.6484375,-542.516357421875,2117.330078125,1074.14868164063,-548.725524902344,2175.1845703125,1074.2431640625,-490.440612792969,2005.23095703125,1069.30224609375,-531.449035644531,2287.4716796875,994.478271484375,-266.707000732422,1979.26623535156,1132.93481445313,-321.459289550781,2392.96704101563,817.005187988281,-173.981262207031,1968.12951660156,1007.19262695313,-163.070404052734,2411.54931640625
26,0.891,1034.85766601563,-118.02220916748,2225.96948242188,1061.69079589844,-107.142082214355,2152.1552734375,1010.66101074219,-127.833305358887,2292.53125,1155.41833496094,227.430648803711,2173.76708984375,935.666687011719,209.525650024414,2331.19506835938,1318.10754394531,513.090515136719,2224.951171875,884.867797851563,539.585815429688,2370.05297851563,1246.64892578125,659.245971679688,2216.52880859375,753.820251464844,611.401184082031,2358.47729492188,1019.62982177734,-577.0068359375,2151.41381835938,1002.35913085938,-390.370391845703,2174.01171875,1015.9306640625,-269.214508056641,2196.80346679688,1014.43170166016,-647.304565429688,2142.6396484375,1018.36059570313,-542.763427734375,2126.06713867188,1017.01129150391,-549.401184082031,2184.19384765625,1027.77978515625,-493.164001464844,2012.4716796875,1013.05828857422,-537.835815429688,2297.89819335938,940.886352539063,-269.763763427734,1995.52392578125,1077.4892578125,-326.66455078125,2403.75830078125,757.527160644531,-187.519165039063,1978.39721679688,954.275024414063,-166.059188842773,2430.93627929688
27,0.924,1011.56188964844,-116.823577880859,2228.71557617188,1036.73181152344,-106.709938049316,2153.95288085938,988.864990234375,-125.943496704102,2296.13256835938,1129.47814941406,228.861297607422,2180.7822265625,916.362670898438,212.893112182617,2336.1396484375,1281.45483398438,520.964172363281,2235.03198242188,869.918640136719,544.466552734375,2376.40551757813,1208.267578125,666.409973144531,2221.26196289063,739.549438476563,618.147521972656,2363.10766601563,1004.58239746094,-580.2216796875,2163.34594726563,991.5986328125,-392.512298583984,2184.70043945313,996.597351074219,-269.566101074219,2203.01513671875,997.73583984375,-650.713256835938,2155.56201171875,1002.78112792969,-546.11767578125,2137.6279296875,1003.91760253906,-552.154907226563,2196.00341796875,1003.93475341797,-492.916534423828,2024.86584472656,1009.01580810547,-533.513549804688,2309.07104492188,907.047790527344,-273.435546875,2001.66101074219,1028.18347167969,-307.598663330078,2403.47192382813,738.234130859375,-162.385101318359,1991.87182617188,896.985168457031,-154.40934753418,2439.37255859375
28,0.957,942.570434570313,-131.253448486328,2246.25854492188,957.632690429688,-120.954177856445,2168.22265625,928.988098144531,-140.540756225586,2316.62670898438,1021.73449707031,224.390777587891,2189.021484375,881.825256347656,206.183456420898,2349.7392578125,1226.60583496094,488.824005126953,2223.36328125,863.195678710938,543.975708007813,2381.6376953125,1170.32055664063,643.145385742188,2234.67626953125,735.158569335938,624.041625976563,2369.57983398438,948.625183105469,-598.728454589844,2184.41943359375,928.629760742188,-410.280181884766,2206.7412109375,934.161499023438,-286.265686035156,2224.1767578125,944.347961425781,-669.979431152344,2176.69873046875,944.478881835938,-564.456420898438,2158.64916992188,947.989562988281,-570.509643554688,2217.38159179688,938.98388671875,-509.393676757813,2045.84887695313,951.889709472656,-548.564453125,2330.79809570313,854.726928710938,-282.386108398438,2026.89672851563,961.892517089844,-317.498840332031,2418.84765625,707.382019042969,-141.601028442383,2021.94458007813,838.774475097656,-156.661987304688,2458.693359375
29,0.99,910.897827148438,-133.559616088867,2249.73388671875,923.6357421875,-122.208076477051,2171.25756835938,899.411560058594,-143.795806884766,2320.49951171875,974.93310546875,226.109756469727,2190.50512695313,864.817260742188,205.407073974609,2350.83569335938,1196.91162109375,477.764556884766,2221.31323242188,858.139831542969,544.503295898438,2381.24169921875,1202.986328125,628.681274414063,2287.74169921875,733.332885742188,630.373657226563,2371.45556640625,922.466613769531,-601.960510253906,2186.27905273438,902.322326660156,-413.041046142578,2207.91528320313,904.086303710938,-288.767730712891,2226.177734375,918.202575683594,-673.346435546875,2178.39086914063,919.370422363281,-567.604187011719,2160.322265625,920.741821289063,-573.676574707031,2219.26708984375,917.299621582031,-508.533721923828,2049.15087890625,917.810119628906,-557.879333496094,2333.97705078125,838.532897949219,-278.612640380859,2036.04028320313,917.690490722656,-332.232299804688,2436.86450195313,696.118713378906,-132.264617919922,2030.44958496094,797.623413085938,-168.380966186523,2475.98803710938
30,1.023,858.295654296875,-139.677017211914,2265.92236328125,873.836059570313,-128.529693603516,2187.87231445313,844.2822265625,-149.729049682617,2336.30322265625,846.545471191406,223.190185546875,2193.15771484375,771.095581054688,189.731292724609,2396.48803710938,1073.96435546875,469.845764160156,2226.84106445313,851.321228027344,518.316162109375,2437.63842773438,1074.29675292969,629.688842773438,2268.18041992188,758.793762207031,634.942077636719,2467.8310546875,871.434265136719,-609.201843261719,2204.31176757813,855.812194824219,-419.678833007813,2225.43725585938,857.491027832031,-295.302520751953,2243.53540039063,865.49609375,-680.3896484375,2195.38232421875,872.268615722656,-574.6005859375,2178.46533203125,867.283020019531,-581.028930664063,2237.21362304688,881.369079589844,-515.844970703125,2067.39306640625,851.35400390625,-567.895141601563,2351.2607421875,822.369384765625,-279.915985107422,2054.39404296875,819.665283203125,-344.096496582031,2453.6708984375,698.359802246094,-117.714134216309,2044.69079589844,728.274719238281,-165.962951660156,2506.23217773438
31,1.056,840.636169433594,-144.180206298828,2270.30688476563,849.185363769531,-133.374008178711,2191.48657226563,832.927062988281,-153.92463684082,2341.38256835938,803.974731445313,214.988464355469,2195.6943359375,761.155822753906,181.067581176758,2417.42016601563,1019.85858154297,470.992248535156,2219.77075195313,863.075378417969,502.892303466797,2451.31372070313,994.444702148438,628.577941894531,2259.10668945313,776.13720703125,618.614379882813,2495.22192382813,851.742370605469,-611.097717285156,2203.7783203125,837.061950683594,-423.204315185547,2231.6650390625,839.711547851563,-299.270751953125,2248.94384765625,845.526672363281,-681.541748046875,2192.05200195313,853.400695800781,-575.696838378906,2179.404296875,847.069274902344,-584.281127929688,2237.48828125,861.768615722656,-513.460205078125,2070.80712890625,823.468322753906,-578.37060546875,2350.2998046875,818.296813964844,-275.036926269531,2062.37084960938,780.447814941406,-357.696228027344,2452.79296875,698.249755859375,-110.961227416992,2052.69848632813,653.5703125,-196.299453735352,2471.07592773438
32,1.089,781.089965820313,-139.014892578125,2211.39208984375,776.049255371094,-139.190826416016,2133.07861328125,785.635375976563,-138.856262207031,2282.01098632813,703.128112792969,190.555297851563,2201.3720703125,742.64697265625,196.974456787109,2343.884765625,853.485290527344,483.206756591797,2214.59423828125,895.972473144531,492.183135986328,2335.92822265625,803.946228027344,627.3408203125,2267.20190429688,846.447387695313,622.125549316406,2387.58081054688,790.321594238281,-601.54248046875,2200.205078125,780.768127441406,-415.310211181641,2212.03344726563,781.234497070313,-292.559631347656,2211.72778320313,782.462036132813,-671.140441894531,2194.1220703125,793.8134765625,-568.957397460938,2173.642578125,785.472045898438,-572.503234863281,2230.84790039063,817.377990722656,-512.617553710938,2066.8369140625,767.562438964844,-565.481872558594,2342.3857421875,798.862670898438,-275.564971923828,2072.171875,712.037658691406,-362.413330078125,2462.41015625,697.573669433594,-103.668434143066,2065.93872070313,560.771362304688,-228.372360229492,2458.740234375
33,1.122,759.82177734375,-139.3349609375,2225.26440429688,757.873168945313,-137.944931030273,2145.62231445313,761.578857421875,-140.588409423828,2297.08129882813,677.700317382813,197.09440612793,2206.45288085938,769.122802734375,206.690994262695,2335.24194335938,780.2421875,514.997497558594,2220.50805664063,848.154052734375,534.543395996094,2355.3818359375,691.671875,639.528381347656,2279.21337890625,722.160461425781,615.823303222656,2369.67797851563,774.131713867188,-607.805969238281,2203.40625,755.97314453125,-419.734344482422,2220.46459960938,760.638916015625,-295.206237792969,2222.52392578125,769.382141113281,-678.527099609375,2194.96728515625,777.099731445313,-573.813537597656,2177.51782226563,766.978271484375,-579.49365234375,2235.16748046875,796.206481933594,-513.224304199219,2069.96240234375,737.283630371094,-565.268249511719,2345.26831054688,800.264282226563,-271.822631835938,2074.48828125,656.508422851563,-371.975494384766,2474.31176757813,702.400207519531,-94.6503143310547,2064.017578125,478.297485351563,-274.471954345703,2445.02880859375
34,1.155,735.355346679688,-129.263885498047,2258.73950195313,738.647277832031,-119.950302124023,2179.26635742188,732.386779785156,-137.662338256836,2330.40380859375,596.084289550781,199.608657836914,2213.751953125,768.604309082031,210.740676879883,2356.26904296875,629.041687011719,533.353454589844,2234.880859375,832.121765136719,543.494445800781,2379.6533203125,509.341186523438,640.517333984375,2270.388671875,721.864440917969,647.225952148438,2380.28100585938,718.619018554688,-597.342529296875,2206.20166015625,708.182739257813,-407.872436523438,2224.96313476563,720.007141113281,-284.068603515625,2239.9619140625,711.121337890625,-667.9892578125,2196.19116210938,725.328186035156,-563.039855957031,2181.0703125,710.265930175781,-568.970947265625,2237.91674804688,768.543701171875,-516.020812988281,2072.970703125,678.645263671875,-562.754150390625,2348.83520507813,797.879150390625,-275.165069580078,2066.95727539063,600.41015625,-365.268341064453,2475.47216796875,725.97216796875,-87.0309600830078,2036.42517089844,401.565826416016,-332.987457275391,2431.04931640625
35,1.188,712.363708496094,-127.654747009277,2259.42211914063,715.493103027344,-118.32999420166,2179.9609375,709.541809082031,-136.063278198242,2331.07568359375,576.102294921875,202.205337524414,2217.45751953125,758.340270996094,210.774627685547,2356.27514648438,553.975036621094,536.080749511719,2247.58544921875,831.713256835938,541.360046386719,2380.50341796875,428.100677490234,636.849365234375,2280.18823242188,725.722595214844,648.807189941406,2369.16259765625,698.698547363281,-595.275085449219,2204.43334960938,685.890319824219,-406.2548828125,2225.68579101563,695.988891601563,-282.318420410156,2240.62744140625,692.134582519531,-665.8349609375,2193.32421875,705.399658203125,-560.555969238281,2179.89477539063,689.562683105469,-567.454467773438,2236.4072265625,750.028991699219,-516.743347167969,2071.05590820313,656.642333984375,-563.470947265625,2347.0244140625,792.118347167969,-277.766540527344,2072.36938476563,566.204711914063,-371.799163818359,2474.36328125,715.693969726563,-90.4334182739258,2049.01977539063,365.737426757813,-348.428344726563,2431.90087890625
